code,loops,recursion,function_calls,if_conditions,complexity_label
"def insertion_sort(target_data, left=0, right=None):
    if right is None:
        right = len(target_data) - 1
        
    for i in range(left + 1, right + 1):
        key_item = target_data[i]
        j = i - 1
        while j >= left and target_data[j] > key_item:
            target_data[j + 1] = target_data[j]
            j -= 1
        target_data[j + 1] = key_item
    return target_data

def merge(target_data, left, mid, right):
    left_arr = target_data[left:mid + 1]
    right_arr = target_data[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            target_data[k] = left_arr[i]
            i += 1
        else:
            target_data[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        target_data[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        target_data[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(target_data):
    # O(n log n) time complexity - Tim sort
    n = len(target_data)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(target_data, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(target_data, left, mid, right)
        
        size = 2 * size
        
    return target_data",5,No,3,6,O(n log n)
"def insertion_sort(random_list, left=0, right=None):
    if right is None:
        right = len(random_list) - 1
        
    for i in range(left + 1, right + 1):
        key_item = random_list[i]
        j = i - 1
        while j >= left and random_list[j] > key_item:
            random_list[j + 1] = random_list[j]
            j -= 1
        random_list[j + 1] = key_item
    return random_list

def merge(random_list, left, mid, right):
    left_arr = random_list[left:mid + 1]
    right_arr = random_list[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            random_list[k] = left_arr[i]
            i += 1
        else:
            random_list[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        random_list[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        random_list[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(random_list):
    # O(n log n) time complexity - Tim sort
    n = len(random_list)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(random_list, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(random_list, left, mid, right)
        
        size = 2 * size
        
    return random_list",5,No,3,6,O(n log n)
"def insertion_sort(filtered_list, left=0, right=None):
    if right is None:
        right = len(filtered_list) - 1
        
    for i in range(left + 1, right + 1):
        key_item = filtered_list[i]
        j = i - 1
        while j >= left and filtered_list[j] > key_item:
            filtered_list[j + 1] = filtered_list[j]
            j -= 1
        filtered_list[j + 1] = key_item
    return filtered_list

def merge(filtered_list, left, mid, right):
    left_arr = filtered_list[left:mid + 1]
    right_arr = filtered_list[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            filtered_list[k] = left_arr[i]
            i += 1
        else:
            filtered_list[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        filtered_list[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        filtered_list[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(filtered_list):
    # O(n log n) time complexity - Tim sort
    n = len(filtered_list)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(filtered_list, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(filtered_list, left, mid, right)
        
        size = 2 * size
        
    return filtered_list",5,No,3,6,O(n log n)
"def insertion_sort(sorted_values, left=0, right=None):
    if right is None:
        right = len(sorted_values) - 1
        
    for i in range(left + 1, right + 1):
        key_item = sorted_values[i]
        j = i - 1
        while j >= left and sorted_values[j] > key_item:
            sorted_values[j + 1] = sorted_values[j]
            j -= 1
        sorted_values[j + 1] = key_item
    return sorted_values

def merge(sorted_values, left, mid, right):
    left_arr = sorted_values[left:mid + 1]
    right_arr = sorted_values[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            sorted_values[k] = left_arr[i]
            i += 1
        else:
            sorted_values[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        sorted_values[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        sorted_values[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(sorted_values):
    # O(n log n) time complexity - Tim sort
    n = len(sorted_values)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(sorted_values, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(sorted_values, left, mid, right)
        
        size = 2 * size
        
    return sorted_values",5,No,3,6,O(n log n)
"def insertion_sort(given_values, left=0, right=None):
    if right is None:
        right = len(given_values) - 1
        
    for i in range(left + 1, right + 1):
        key_item = given_values[i]
        j = i - 1
        while j >= left and given_values[j] > key_item:
            given_values[j + 1] = given_values[j]
            j -= 1
        given_values[j + 1] = key_item
    return given_values

def merge(given_values, left, mid, right):
    left_arr = given_values[left:mid + 1]
    right_arr = given_values[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            given_values[k] = left_arr[i]
            i += 1
        else:
            given_values[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        given_values[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        given_values[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(given_values):
    # O(n log n) time complexity - Tim sort
    n = len(given_values)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(given_values, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(given_values, left, mid, right)
        
        size = 2 * size
        
    return given_values",5,No,3,6,O(n log n)
"def insertion_sort(target_sequence, left=0, right=None):
    if right is None:
        right = len(target_sequence) - 1
        
    for i in range(left + 1, right + 1):
        key_item = target_sequence[i]
        j = i - 1
        while j >= left and target_sequence[j] > key_item:
            target_sequence[j + 1] = target_sequence[j]
            j -= 1
        target_sequence[j + 1] = key_item
    return target_sequence

def merge(target_sequence, left, mid, right):
    left_arr = target_sequence[left:mid + 1]
    right_arr = target_sequence[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            target_sequence[k] = left_arr[i]
            i += 1
        else:
            target_sequence[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        target_sequence[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        target_sequence[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(target_sequence):
    # O(n log n) time complexity - Tim sort
    n = len(target_sequence)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(target_sequence, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(target_sequence, left, mid, right)
        
        size = 2 * size
        
    return target_sequence",5,No,3,6,O(n log n)
"def insertion_sort(random_collection, left=0, right=None):
    if right is None:
        right = len(random_collection) - 1
        
    for i in range(left + 1, right + 1):
        key_item = random_collection[i]
        j = i - 1
        while j >= left and random_collection[j] > key_item:
            random_collection[j + 1] = random_collection[j]
            j -= 1
        random_collection[j + 1] = key_item
    return random_collection

def merge(random_collection, left, mid, right):
    left_arr = random_collection[left:mid + 1]
    right_arr = random_collection[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            random_collection[k] = left_arr[i]
            i += 1
        else:
            random_collection[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        random_collection[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        random_collection[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(random_collection):
    # O(n log n) time complexity - Tim sort
    n = len(random_collection)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(random_collection, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(random_collection, left, mid, right)
        
        size = 2 * size
        
    return random_collection",5,No,3,6,O(n log n)
"def insertion_sort(given_values, left=0, right=None):
    if right is None:
        right = len(given_values) - 1
        
    for i in range(left + 1, right + 1):
        key_item = given_values[i]
        j = i - 1
        while j >= left and given_values[j] > key_item:
            given_values[j + 1] = given_values[j]
            j -= 1
        given_values[j + 1] = key_item
    return given_values

def merge(given_values, left, mid, right):
    left_arr = given_values[left:mid + 1]
    right_arr = given_values[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            given_values[k] = left_arr[i]
            i += 1
        else:
            given_values[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        given_values[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        given_values[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(given_values):
    # O(n log n) time complexity - Tim sort
    n = len(given_values)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(given_values, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(given_values, left, mid, right)
        
        size = 2 * size
        
    return given_values",5,No,3,6,O(n log n)
"def insertion_sort(original_set, left=0, right=None):
    if right is None:
        right = len(original_set) - 1
        
    for i in range(left + 1, right + 1):
        key_item = original_set[i]
        j = i - 1
        while j >= left and original_set[j] > key_item:
            original_set[j + 1] = original_set[j]
            j -= 1
        original_set[j + 1] = key_item
    return original_set

def merge(original_set, left, mid, right):
    left_arr = original_set[left:mid + 1]
    right_arr = original_set[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            original_set[k] = left_arr[i]
            i += 1
        else:
            original_set[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        original_set[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        original_set[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(original_set):
    # O(n log n) time complexity - Tim sort
    n = len(original_set)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(original_set, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(original_set, left, mid, right)
        
        size = 2 * size
        
    return original_set",5,No,3,6,O(n log n)
"def insertion_sort(main_collection, left=0, right=None):
    if right is None:
        right = len(main_collection) - 1
        
    for i in range(left + 1, right + 1):
        key_item = main_collection[i]
        j = i - 1
        while j >= left and main_collection[j] > key_item:
            main_collection[j + 1] = main_collection[j]
            j -= 1
        main_collection[j + 1] = key_item
    return main_collection

def merge(main_collection, left, mid, right):
    left_arr = main_collection[left:mid + 1]
    right_arr = main_collection[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            main_collection[k] = left_arr[i]
            i += 1
        else:
            main_collection[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        main_collection[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        main_collection[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(main_collection):
    # O(n log n) time complexity - Tim sort
    n = len(main_collection)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(main_collection, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(main_collection, left, mid, right)
        
        size = 2 * size
        
    return main_collection",5,No,3,6,O(n log n)
"def insertion_sort(filtered_set, left=0, right=None):
    if right is None:
        right = len(filtered_set) - 1
        
    for i in range(left + 1, right + 1):
        key_item = filtered_set[i]
        j = i - 1
        while j >= left and filtered_set[j] > key_item:
            filtered_set[j + 1] = filtered_set[j]
            j -= 1
        filtered_set[j + 1] = key_item
    return filtered_set

def merge(filtered_set, left, mid, right):
    left_arr = filtered_set[left:mid + 1]
    right_arr = filtered_set[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            filtered_set[k] = left_arr[i]
            i += 1
        else:
            filtered_set[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        filtered_set[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        filtered_set[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(filtered_set):
    # O(n log n) time complexity - Tim sort
    n = len(filtered_set)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(filtered_set, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(filtered_set, left, mid, right)
        
        size = 2 * size
        
    return filtered_set",5,No,3,6,O(n log n)
"def insertion_sort(selected_elements, left=0, right=None):
    if right is None:
        right = len(selected_elements) - 1
        
    for i in range(left + 1, right + 1):
        key_item = selected_elements[i]
        j = i - 1
        while j >= left and selected_elements[j] > key_item:
            selected_elements[j + 1] = selected_elements[j]
            j -= 1
        selected_elements[j + 1] = key_item
    return selected_elements

def merge(selected_elements, left, mid, right):
    left_arr = selected_elements[left:mid + 1]
    right_arr = selected_elements[mid + 1:right + 1]
    
    i = j = 0
    k = left
    
    while i < len(left_arr) and j < len(right_arr):
        if left_arr[i] <= right_arr[j]:
            selected_elements[k] = left_arr[i]
            i += 1
        else:
            selected_elements[k] = right_arr[j]
            j += 1
        k += 1
        
    while i < len(left_arr):
        selected_elements[k] = left_arr[i]
        i += 1
        k += 1
        
    while j < len(right_arr):
        selected_elements[k] = right_arr[j]
        j += 1
        k += 1

def tim_sort(selected_elements):
    # O(n log n) time complexity - Tim sort
    n = len(selected_elements)
    min_run = 32
    
    # Sort individual subarrays of size min_run
    for i in range(0, n, min_run):
        insertion_sort(selected_elements, i, min((i + min_run - 1), n - 1))
    
    # Start merging from size min_run
    size = min_run
    while size < n:
        for left in range(0, n, 2 * size):
            mid = min(n - 1, left + size - 1)
            right = min(left + 2 * size - 1, n - 1)
            if mid < right:
                merge(selected_elements, left, mid, right)
        
        size = 2 * size
        
    return selected_elements",5,No,3,6,O(n log n)
"def bubble_sort(original_numbers):
    # O(n^2) time complexity - bubble sort
    n = len(original_numbers)
    for i in range(n):
        for j in range(0, n - i - 1):
            if original_numbers[j] > original_numbers[j + 1]:
                original_numbers[j], original_numbers[j + 1] = original_numbers[j + 1], original_numbers[j]
    return original_numbers",2,No,0,1,O(n^2)
"def bubble_sort(processed_elements):
    # O(n^2) time complexity - bubble sort
    n = len(processed_elements)
    for i in range(n):
        for j in range(0, n - i - 1):
            if processed_elements[j] > processed_elements[j + 1]:
                processed_elements[j], processed_elements[j + 1] = processed_elements[j + 1], processed_elements[j]
    return processed_elements",2,No,0,1,O(n^2)
"def bubble_sort(original_items):
    # O(n^2) time complexity - bubble sort
    n = len(original_items)
    for i in range(n):
        for j in range(0, n - i - 1):
            if original_items[j] > original_items[j + 1]:
                original_items[j], original_items[j + 1] = original_items[j + 1], original_items[j]
    return original_items",2,No,0,1,O(n^2)
"def bubble_sort(main_elements):
    # O(n^2) time complexity - bubble sort
    n = len(main_elements)
    for i in range(n):
        for j in range(0, n - i - 1):
            if main_elements[j] > main_elements[j + 1]:
                main_elements[j], main_elements[j + 1] = main_elements[j + 1], main_elements[j]
    return main_elements",2,No,0,1,O(n^2)
"def bubble_sort(selected_list):
    # O(n^2) time complexity - bubble sort
    n = len(selected_list)
    for i in range(n):
        for j in range(0, n - i - 1):
            if selected_list[j] > selected_list[j + 1]:
                selected_list[j], selected_list[j + 1] = selected_list[j + 1], selected_list[j]
    return selected_list",2,No,0,1,O(n^2)
"def bubble_sort(main_array):
    # O(n^2) time complexity - bubble sort
    n = len(main_array)
    for i in range(n):
        for j in range(0, n - i - 1):
            if main_array[j] > main_array[j + 1]:
                main_array[j], main_array[j + 1] = main_array[j + 1], main_array[j]
    return main_array",2,No,0,1,O(n^2)
"def bubble_sort(target_collection):
    # O(n^2) time complexity - bubble sort
    n = len(target_collection)
    for i in range(n):
        for j in range(0, n - i - 1):
            if target_collection[j] > target_collection[j + 1]:
                target_collection[j], target_collection[j + 1] = target_collection[j + 1], target_collection[j]
    return target_collection",2,No,0,1,O(n^2)
"def bubble_sort(random_elements):
    # O(n^2) time complexity - bubble sort
    n = len(random_elements)
    for i in range(n):
        for j in range(0, n - i - 1):
            if random_elements[j] > random_elements[j + 1]:
                random_elements[j], random_elements[j + 1] = random_elements[j + 1], random_elements[j]
    return random_elements",2,No,0,1,O(n^2)
"def bubble_sort(source_set):
    # O(n^2) time complexity - bubble sort
    n = len(source_set)
    for i in range(n):
        for j in range(0, n - i - 1):
            if source_set[j] > source_set[j + 1]:
                source_set[j], source_set[j + 1] = source_set[j + 1], source_set[j]
    return source_set",2,No,0,1,O(n^2)
"def bubble_sort(input_values):
    # O(n^2) time complexity - bubble sort
    n = len(input_values)
    for i in range(n):
        for j in range(0, n - i - 1):
            if input_values[j] > input_values[j + 1]:
                input_values[j], input_values[j + 1] = input_values[j + 1], input_values[j]
    return input_values",2,No,0,1,O(n^2)
"def bubble_sort(filtered_records):
    # O(n^2) time complexity - bubble sort
    n = len(filtered_records)
    for i in range(n):
        for j in range(0, n - i - 1):
            if filtered_records[j] > filtered_records[j + 1]:
                filtered_records[j], filtered_records[j + 1] = filtered_records[j + 1], filtered_records[j]
    return filtered_records",2,No,0,1,O(n^2)
"def bubble_sort(processed_set):
    # O(n^2) time complexity - bubble sort
    n = len(processed_set)
    for i in range(n):
        for j in range(0, n - i - 1):
            if processed_set[j] > processed_set[j + 1]:
                processed_set[j], processed_set[j + 1] = processed_set[j + 1], processed_set[j]
    return processed_set",2,No,0,1,O(n^2)
"def bubble_sort(source_list):
    # O(n^2) time complexity - bubble sort
    n = len(source_list)
    for i in range(n):
        for j in range(0, n - i - 1):
            if source_list[j] > source_list[j + 1]:
                source_list[j], source_list[j + 1] = source_list[j + 1], source_list[j]
    return source_list",2,No,0,1,O(n^2)
"def bubble_sort(original_set):
    # O(n^2) time complexity - bubble sort
    n = len(original_set)
    for i in range(n):
        for j in range(0, n - i - 1):
            if original_set[j] > original_set[j + 1]:
                original_set[j], original_set[j + 1] = original_set[j + 1], original_set[j]
    return original_set",2,No,0,1,O(n^2)
"def bubble_sort(random_set):
    # O(n^2) time complexity - bubble sort
    n = len(random_set)
    for i in range(n):
        for j in range(0, n - i - 1):
            if random_set[j] > random_set[j + 1]:
                random_set[j], random_set[j + 1] = random_set[j + 1], random_set[j]
    return random_set",2,No,0,1,O(n^2)
"def bubble_sort(original_array):
    # O(n^2) time complexity - bubble sort
    n = len(original_array)
    for i in range(n):
        for j in range(0, n - i - 1):
            if original_array[j] > original_array[j + 1]:
                original_array[j], original_array[j + 1] = original_array[j + 1], original_array[j]
    return original_array",2,No,0,1,O(n^2)
"def bubble_sort(original_collection):
    # O(n^2) time complexity - bubble sort
    n = len(original_collection)
    for i in range(n):
        for j in range(0, n - i - 1):
            if original_collection[j] > original_collection[j + 1]:
                original_collection[j], original_collection[j + 1] = original_collection[j + 1], original_collection[j]
    return original_collection",2,No,0,1,O(n^2)
"def bubble_sort(source_array):
    # O(n^2) time complexity - bubble sort
    n = len(source_array)
    for i in range(n):
        for j in range(0, n - i - 1):
            if source_array[j] > source_array[j + 1]:
                source_array[j], source_array[j + 1] = source_array[j + 1], source_array[j]
    return source_array",2,No,0,1,O(n^2)
"def bubble_sort(source_collection):
    # O(n^2) time complexity - bubble sort
    n = len(source_collection)
    for i in range(n):
        for j in range(0, n - i - 1):
            if source_collection[j] > source_collection[j + 1]:
                source_collection[j], source_collection[j + 1] = source_collection[j + 1], source_collection[j]
    return source_collection",2,No,0,1,O(n^2)
"def bubble_sort(input_elements):
    # O(n^2) time complexity - bubble sort
    n = len(input_elements)
    for i in range(n):
        for j in range(0, n - i - 1):
            if input_elements[j] > input_elements[j + 1]:
                input_elements[j], input_elements[j + 1] = input_elements[j + 1], input_elements[j]
    return input_elements",2,No,0,1,O(n^2)
"def selection_sort(given_values):
    # O(n^2) time complexity - selection sort
    n = len(given_values)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if given_values[j] < given_values[min_idx]:
                min_idx = j
        given_values[i], given_values[min_idx] = given_values[min_idx], given_values[i]
    return given_values",2,No,0,1,O(n^2)
"def selection_sort(sorted_numbers):
    # O(n^2) time complexity - selection sort
    n = len(sorted_numbers)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if sorted_numbers[j] < sorted_numbers[min_idx]:
                min_idx = j
        sorted_numbers[i], sorted_numbers[min_idx] = sorted_numbers[min_idx], sorted_numbers[i]
    return sorted_numbers",2,No,0,1,O(n^2)
"def selection_sort(filtered_elements):
    # O(n^2) time complexity - selection sort
    n = len(filtered_elements)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if filtered_elements[j] < filtered_elements[min_idx]:
                min_idx = j
        filtered_elements[i], filtered_elements[min_idx] = filtered_elements[min_idx], filtered_elements[i]
    return filtered_elements",2,No,0,1,O(n^2)
"def selection_sort(input_array):
    # O(n^2) time complexity - selection sort
    n = len(input_array)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if input_array[j] < input_array[min_idx]:
                min_idx = j
        input_array[i], input_array[min_idx] = input_array[min_idx], input_array[i]
    return input_array",2,No,0,1,O(n^2)
"def selection_sort(source_numbers):
    # O(n^2) time complexity - selection sort
    n = len(source_numbers)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if source_numbers[j] < source_numbers[min_idx]:
                min_idx = j
        source_numbers[i], source_numbers[min_idx] = source_numbers[min_idx], source_numbers[i]
    return source_numbers",2,No,0,1,O(n^2)
"def selection_sort(processed_items):
    # O(n^2) time complexity - selection sort
    n = len(processed_items)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if processed_items[j] < processed_items[min_idx]:
                min_idx = j
        processed_items[i], processed_items[min_idx] = processed_items[min_idx], processed_items[i]
    return processed_items",2,No,0,1,O(n^2)
"def selection_sort(processed_values):
    # O(n^2) time complexity - selection sort
    n = len(processed_values)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if processed_values[j] < processed_values[min_idx]:
                min_idx = j
        processed_values[i], processed_values[min_idx] = processed_values[min_idx], processed_values[i]
    return processed_values",2,No,0,1,O(n^2)
"def selection_sort(filtered_set):
    # O(n^2) time complexity - selection sort
    n = len(filtered_set)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if filtered_set[j] < filtered_set[min_idx]:
                min_idx = j
        filtered_set[i], filtered_set[min_idx] = filtered_set[min_idx], filtered_set[i]
    return filtered_set",2,No,0,1,O(n^2)
"def selection_sort(target_sequence):
    # O(n^2) time complexity - selection sort
    n = len(target_sequence)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if target_sequence[j] < target_sequence[min_idx]:
                min_idx = j
        target_sequence[i], target_sequence[min_idx] = target_sequence[min_idx], target_sequence[i]
    return target_sequence",2,No,0,1,O(n^2)
"def selection_sort(source_list):
    # O(n^2) time complexity - selection sort
    n = len(source_list)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if source_list[j] < source_list[min_idx]:
                min_idx = j
        source_list[i], source_list[min_idx] = source_list[min_idx], source_list[i]
    return source_list",2,No,0,1,O(n^2)
"def selection_sort(sorted_array):
    # O(n^2) time complexity - selection sort
    n = len(sorted_array)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if sorted_array[j] < sorted_array[min_idx]:
                min_idx = j
        sorted_array[i], sorted_array[min_idx] = sorted_array[min_idx], sorted_array[i]
    return sorted_array",2,No,0,1,O(n^2)
"def selection_sort(selected_list):
    # O(n^2) time complexity - selection sort
    n = len(selected_list)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if selected_list[j] < selected_list[min_idx]:
                min_idx = j
        selected_list[i], selected_list[min_idx] = selected_list[min_idx], selected_list[i]
    return selected_list",2,No,0,1,O(n^2)
"def selection_sort(processed_numbers):
    # O(n^2) time complexity - selection sort
    n = len(processed_numbers)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if processed_numbers[j] < processed_numbers[min_idx]:
                min_idx = j
        processed_numbers[i], processed_numbers[min_idx] = processed_numbers[min_idx], processed_numbers[i]
    return processed_numbers",2,No,0,1,O(n^2)
"def selection_sort(target_numbers):
    # O(n^2) time complexity - selection sort
    n = len(target_numbers)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if target_numbers[j] < target_numbers[min_idx]:
                min_idx = j
        target_numbers[i], target_numbers[min_idx] = target_numbers[min_idx], target_numbers[i]
    return target_numbers",2,No,0,1,O(n^2)
"def selection_sort(selected_values):
    # O(n^2) time complexity - selection sort
    n = len(selected_values)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if selected_values[j] < selected_values[min_idx]:
                min_idx = j
        selected_values[i], selected_values[min_idx] = selected_values[min_idx], selected_values[i]
    return selected_values",2,No,0,1,O(n^2)
"def selection_sort(main_records):
    # O(n^2) time complexity - selection sort
    n = len(main_records)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if main_records[j] < main_records[min_idx]:
                min_idx = j
        main_records[i], main_records[min_idx] = main_records[min_idx], main_records[i]
    return main_records",2,No,0,1,O(n^2)
"def selection_sort(processed_array):
    # O(n^2) time complexity - selection sort
    n = len(processed_array)
    for i in range(n):
        min_idx = i
        for j in range(i + 1, n):
            if processed_array[j] < processed_array[min_idx]:
                min_idx = j
        processed_array[i], processed_array[min_idx] = processed_array[min_idx], processed_array[i]
    return processed_array",2,No,0,1,O(n^2)
